end_point,begin_year,end_year,scraper_type,whitelisted,name,state,country,govt_level,meeting_bodies
http://in-michigancity.civicplus.com/AgendaCenter,1899,2020,civicplus,TRUE,Michigan city,IN,USA,Municipality,"['Animal Control Board', 'Barker Civic Center Commission', 'Board of Aviation Commissioners', 'Board of Cemetery Trustees', 'Board of Public Works & Safety', 'Board of Transit Triangle', 'Board of Zoning Appeals', 'City Council', 'Commission for Women', 'Commission on the Social Status of African-American Males', 'Community Enrichment Corporation', 'Fire Merit Commission', 'Historic Review Board', 'Housing Authority Board of Commissioners', 'Human Rights Commission', 'Licensing Board', 'Parks & Recreation Board', 'Planning Commission', 'Police Civil Service Commission', 'Port Authority Commission', 'Port Authority Dock Representative', 'Promise Scholarship Exceptions Committee', 'Public Art Committee', 'Redevelopment Authority', 'Redevelopment Commission', 'Sanitary Board', 'Sustainability Commission', 'Tree Board', 'Urban Enterprise Association', 'Veterans Commission', 'Water Works Board']"
http://in-portercounty.civicplus.com/AgendaCenter,2011,2020,civicplus,TRUE,Porter County,IN,USA,County,"['Commissioners', 'Board of Elections & Registration', 'Board of Finance', 'Board of Health', 'Board of Zoning Appeals ', 'Board of Zoning Appeals Hearing Officer', 'County Council', 'Development Review Committee', 'Plan Commission', 'Porter County Parks & Recreation Board', 'Property Tax Assessment Board Of Appeals', 'Recycling & Waste Reduction District Board', 'Redevelopment Commission', 'Storm Water Advisory Board', 'Storm Water Management Board']"
http://in-stateroad37portal.civicplus.com/AgendaCenter,2016,2017,civicplus,TRUE,State Road 37,IN,USA,Other,"['Public Notices', 'State Road 37 Construction Meetings']"
http://in-stigmafreefishersportal.civicplus.com/AgendaCenter,2016,2017,civicplus,TRUE,Stigma Free Fishers,IN,USA,Other,['Fishers Mental Health Initiative']
http://in-stjosephcounty.civicplus.com/AgendaCenter,2010,2020,civicplus,TRUE,St. Joseph County,IN,USA,County,"['Area Board of Zoning Appeals (ABZA)', 'Area Plan Commission', 'Board of Commissioners', 'Board of Health', 'County Council', 'Drainage Board', 'Economic Development Commission', 'Election Board', 'Emergency Management Agency', 'Health Improvement Alliance', 'Park Board', 'Plat Committee', 'Portage Manor', 'Redevelopment Commission', 'Regional Water and Sewer District', 'Solid Waste Management District Board']"
http://in-tippecanoecounty.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Tippecanoe County,IN,USA,County,"['APC Executive Committee', 'APC Ordinance Committee', 'Area Plan Commission', 'Board of Elections and Voter Registration Agendas', 'Board of Zoning Appeals', 'Carroll County Administrative Committee', 'Carroll County Technical Transportation Committee', 'Citizens Participation Committee', 'County Commissioners', 'County Council', 'Drainage Board', 'MPO Policy Board', 'Public Records Commission', 'Technical Transportation Committee', 'Tippecanoe County Park Board']"
http://in-valparaiso.civicplus.com/AgendaCenter,2011,2020,civicplus,TRUE,Valparaiso,IN,USA,Municipality,"['Advisory Human Relations Council', 'Board of Works', 'Board of Zoning & Appeals', 'City Council', 'Historic Preservation Commission', ""Mayor's Advisory Council on Disabilities"", 'Plan Commission', 'Redevelopment Commission', 'Site Review', 'Traffic & Safety Committee', 'Valparaiso City Utilities Board']"
http://in-valparaisoutilities.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Valparaiso Utilities,IN,USA,Other,"['VCU Board Agendas & Minutes', 'VCU Fluoride Commission']"
http://in-washingtontownship.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Washington Township,IN,USA,Municipality,"['Parks Advisory Council', 'Township Board']"
http://in-zionsville.civicplus.com/AgendaCenter,2011,2020,civicplus,TRUE,Zionsville,IN,USA,Municipality,"['Board of Police Commissioners', 'Board of Zoning Appeals', 'Community Development Corporation', 'Economic Development Commission', 'Economic Redevelopment Commission', 'Fire Department Pension Board', 'Micro Loan Committee', 'People of Zionsville for the Aesthetics of Zionsville (PZAZ)', 'Plan Commission', 'Road Impact Fee Committee', 'Stormwater Management Board of Directors', 'Zionsville Architectural Review Committee (ZARC)', 'Zionsville Board of Park and Recreation', 'Zionsville Pathways Committee', 'Zionsville Safety Board', 'Zionsville Town Council']"
http://ks-abilene.civicplus.com/AgendaCenter,2019,2020,civicplus,TRUE,Abilene,KS,USA,Municipality,"['Airport Advisory Board', 'City Commission', 'City Commission study sessions', 'Heritage Commission', 'Library Board', 'Planning Commission', 'Recreation Commission', 'Sister City Board']"
http://ks-atchisoncounty3.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Atchison County,KS,USA,County,"['Joint City/County Commission meetings', 'County Commission Budget Workshops', 'County Commission Regular Meeting', 'County Commission Special Meeting', 'County Commission Workshops', 'tchison County Courthouse']"
http://ks-baldwincity.civicplus.com/AgendaCenter,2015,2019,civicplus,TRUE,Baldwin City,KS,USA,Municipality,"['Board of Zoning Appeals', 'City Council', 'Planning Commission']"
http://ks-basehor.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Basehor,KS,USA,Municipality,"['Board of Zoning Appeals', 'City Council', 'Planning Commission']"
http://ks-belaire.civicplus.com/AgendaCenter,2016,2020,civicplus,TRUE,Belaire,KS,USA,Municipality,"['ity Hall:', 'City Council', 'Lank Bank', 'Planning Commission', 'Tree Board', 'Utility Advisory Committee']"
http://ks-beloit.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Beloit,KS,USA,Municipality,"['City Council', 'Planning Commission Agenda']"
http://ks-bonnersprings.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Bonner Springs,KS,USA,Municipality,"['City Council Meetings', 'ity of Bonner Springs']"
http://ks-butlercounty.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Butler County,KS,USA,County,"['Board of County Commissioners Meetings', 'Planning and Zoning', 'Pleasant Township']"
http://ks-chanute.civicplus.com/AgendaCenter,2012,2012,civicplus,TRUE,Chanute,KS,USA,Municipality,['City Commission']
http://ks-claycounty.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Clay County,KS,USA,County,['County Commission']
http://ks-colby2.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Colby,KS,USA,Municipality,"['City Council Agendas', '\nTHE CITY OF COLBY']"
http://ks-derby.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Derby,KS,USA,Municipality,"['ADA Advisory Board', 'Community Development Advisory Board', 'Construction Trades Board', 'Derby City Council', 'Ordinance Review Advisory Board', 'Parks & Urban Forestry Board', 'Planning Commission', 'Senior Services Advisory Board', 'Zoning Appeals Board']"
http://ks-derbyportal.civicplus.com/AgendaCenter,2012,2020,civicplus,FALSE,Derby portal,KS,USA,Municipality,"['ADA Advisory Board', 'Community Development Advisory Board', 'Construction Trades Board', 'Derby City Council', 'Ordinance Review Advisory Board', 'Parks & Urban Forestry Board', 'Planning Commission', 'Senior Services Advisory Board', 'Zoning Appeals Board']"
http://ks-derbyreccommission.civicplus.com/AgendaCenter,2015,2020,civicplus,TRUE,Derby Rec Commission,KS,USA,Other,['Board Meeting Agenda']
http://ks-desoto.civicplus.com/AgendaCenter,2015,2020,civicplus,TRUE,Desoto,KS,USA,Municipality,"['Board of Zoning Appeals (BZA)', 'City Council', 'Park Board', 'Planning Commission']"
http://ks-dickinsoncounty3.civicplus.com/AgendaCenter,2012,2012,civicplus,TRUE,Dickinson County,KS,USA,County,['County Commissioners']
http://ks-dodgecity3.civicplus.com/AgendaCenter,2012,2019,civicplus,TRUE,Dodge City,KS,USA,Municipality,"['CFAB Agendas and Minutes', 'City Commission Meetings', 'Cultural Relations Advisory Board', ""Dodge City Convention and Visitor's Bureau Advisory Board"", 'Dodge City Planning Commission', 'Historic Landmark Commission', 'Parks and Recreation Advisory Board', 'Recycling Advisory Board']"
http://ks-edwardsville.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Edwardsville,KS,USA,Municipality,"['Cemetery, Parks, and Public Spaces Board', 'City Council', 'Planning Commission']"
http://ks-eldorado.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Eldorado,KS,USA,Municipality,"['Board of Zoning Appeals', 'City Commission', 'Convention and Toursim Committee', 'Library Board', 'Planning Commission', 'Recreation Advisory Board', 'Sales Tax Advisory Committee']"
http://ks-eldoradochamber.civicplus.com/AgendaCenter,2014,2015,civicplus,TRUE,El Dorado Chamber,KS,USA,Other,"['Ambassadors', 'B.E.A.T Committee', 'Car Show', 'Celebration of Freedom', 'Chamber Board of Directors-Full Board', 'Walnut River Festival']"
http://ks-elliscounty2.civicplus.com/AgendaCenter,2017,2020,civicplus,TRUE,Ellis County,KS,USA,County,"['County Commission Agenda', 'Planning and Zoning Agenda', 'Public Building Commission Meeting', 'Wage & Benefits Committee']"
http://ks-emporiarec.civicplus.com/AgendaCenter,2018,2020,civicplus,TRUE,Emporia Rec,KS,USA,Other,['Emporia Recreation Commission']
http://ks-eudora.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Eudora,KS,USA,Municipality,"['Board of Zoning Appeals', 'City Commission Agendas and Packets', 'Planning Commission Agendas and Packets']"
http://ks-fordcounty.civicplus.com/AgendaCenter,2016,2020,civicplus,TRUE,Ford County,KS,USA,County,"['Board of County Commissioners', 'Local Emergency Planning Committee', 'Zoning Board']"
http://ks-fortscott.civicplus.com/AgendaCenter,2015,2020,civicplus,TRUE,Fort Scott,KS,USA,Municipality,['City Commission']
http://ks-franklincounty.civicplus.com/AgendaCenter,2009,2020,civicplus,TRUE,Franklin County,KS,USA,County,"['Board of Franklin County Commissioners', 'Franklin County Planning Commission', 'Public Building Commission']"
http://ks-fredonia2.civicplus.com/AgendaCenter,2019,2019,civicplus,TRUE,Fredonia,KS,USA,Municipality,['City Commission']
http://ks-gardencityreccommission.civicplus.com/AgendaCenter,2017,2020,civicplus,TRUE,Garden City Rec Commission,KS,USA,Other,"['Board Meeting Agendas', 'Meeting Minutes']"
http://ks-girard.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Girard,KS,USA,Municipality,"['City Council', 'City Council Minutes', 'Special Meeting']"
http://ks-goddard.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Goddard,KS,USA,Municipality,"['City Council', 'Library Board', 'Park Advisory Board', 'Planning Commission']"
http://ks-grant2.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Grant,KS,USA,County,['County Commissioners Agenda and Minutes']
http://ks-grantcounty2.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Grant County,KS,USA,County,['County Commissioners Agenda and Minutes']
http://ks-greatbend.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Great Bend,KS,USA,Municipality,['City Council Agenda']
http://ks-harpercounty.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Harper County,KS,USA,County,"['Commissioner Meeting Agendas', 'arper County Kansas']"
http://ks-hays.civicplus.com/AgendaCenter,2001,2020,civicplus,TRUE,Hays,KS,USA,Municipality,"['City Commission', 'Board of Zoning Appeals', 'Building Trades Board', 'Planning Commission']"
http://ks-hutchinson.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Hutchinson,KS,USA,Municipality,"['Airport Advisory Committee', 'Board of Zoning Appeals', 'City Council', 'Housing Commission', 'Human Relations Commission', 'Land Bank Board of Trustees', 'Landmarks Commission', 'Planning Commission', 'Public Art Design Council', 'Tree Board']"
http://ks-independence.civicplus.com/AgendaCenter,2009,2020,civicplus,TRUE,Independence,KS,USA,Municipality,"['City Commission', 'Economic Development Advisory Board', 'Electrical Board', 'Planning Commission/Board of Zoning Appeals']"
http://ks-iola.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Iola,KS,USA,Municipality,['City Council']
http://ks-jeffersoncounty.civicplus.com/AgendaCenter,2016,2020,civicplus,TRUE,Jefferson County,KS,USA,County,"['County Commission', 'Planning Commission']"
http://ks-johnsoncountyparkandrec.civicplus.com/AgendaCenter,2017,2019,civicplus,TRUE,Johnson County Park and Rec,KS,USA,County,"['Administrative Services Committee', 'Board of Park & Recreation Commissioners', 'Committee of the Whole', 'Culture Committee', 'Parks & Golf Courses Committee', 'Recreation Committee', 'Safety & Outdoor Education Committee']"
http://ks-kansaslibrary.civicplus.com/AgendaCenter,2010,2020,civicplus,TRUE,Kansas library,KS,USA,Other,['State Library of Kansas Board']
http://ks-kechi.civicplus.com/AgendaCenter,2016,2020,civicplus,TRUE,Kechi,KS,USA,Municipality,"['City Council', 'Planning Commission']"
http://ks-lansing.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Lansing,KS,USA,Municipality,['Lansing City Council']
http://ks-larned.civicplus.com/AgendaCenter,2016,2020,civicplus,TRUE,Larned,KS,USA,Municipality,['City Council']
http://ks-ldchd.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Lawrence Douglas County Public Health District,KS,USA,Other,['Health Board']
http://ks-liberal.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Liberal,KS,USA,Municipality,"['City Commission', 'Traffic Safety Board']"
http://ks-louisburg.civicplus.com/AgendaCenter,2011,2020,civicplus,TRUE,Louisburg,KS,USA,Municipality,"['Board of Zoning Appeals', 'City Council', 'Fox Hall & Cemetery Board', 'Historic Preservation Commission', 'Park & Tree Board', 'Planning Commission']"
http://ks-merriam.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Merriam,KS,USA,Municipality,"['Board of Zoning Appeals', 'City Council', 'Parks and Recreation Advisory Board', 'Planning Commission']"
http://ks-miamicounty.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Miami County,KS,USA,County,"['Board of County Commissioners', 'Board of County Commissioners - Study Session', 'Board of Zoning Appeals', 'CP - Training', 'Fire Board, District No. 1', 'Planning Commission', 'Public Building Commission']"
http://ks-missionhills2.civicplus.com/AgendaCenter,2017,2020,civicplus,TRUE,Mission Hills,KS,USA,Municipality,"['Architectural Review Board (ARB)', 'Board of Zoning Appeals (BZA)', 'City Council', 'Comprehensive Water Policy ad hoc Committee', 'Crime and Safety', 'Park Board', 'Planning Commission', 'Tomahawk Road Safety, Beauty, and Connectivity Committee']"
http://ks-moundridge.civicplus.com/AgendaCenter,2015,2019,civicplus,TRUE,Moundridge,KS,USA,Municipality,"['City Council', 'Library Board', 'Planning and Zoning Commission']"
http://ks-oakley.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Oakley,KS,USA,Municipality & County,"['City Council', 'Logan County Commissioners']"
http://ks-osawatomie.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Osawatomie,KS,USA,Municipality,"['City Council', 'Economic & Community Development Committee', 'Osawatomie Trails Task Force', 'Planning Commission/Board of Zoning Appeals']"
http://ks-parkcity2.civicplus.com/AgendaCenter,2011,2020,civicplus,TRUE,Park City,KS,USA,Municipality,"['City Council', 'Chisholm Creek Utility Authority', 'Community Relations Board', 'Convention and Tourism', 'Park City Park Board', 'Park City Tree Board', 'Planning Commission/Board of Zoning Appeals', 'Stormwater Advisory Board']"
http://ks-parsons.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Parsons,KS,USA,Municipality,['City Commission']
http://ks-phillipsburg.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Phillipsburg,KS,USA,Municipality,"['City Council Meeting', 'Board of Zoning Appeals Meetings', 'Economic Development Advisory Board (EDAB)', 'Planning Commission Meeting', 'Public Building Commission']"
http://ks-pottawatomiecounty.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Pottawatomie County,KS,USA,County,"['Board of County Commissioners', 'Local Emergency Planning Committee', 'Planning Commission']"
http://ks-prattcounty.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Pratt County,KS,USA,County,['Board of County Commissioners']
http://ks-russell.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Russell,KS,USA,Municipality,['City Council']
http://ks-springhill.civicplus.com/AgendaCenter,2005,2020,civicplus,TRUE,Spring Hill,KS,USA,Municipality,"['Board of Zoning Appeals', 'Broadband Task Force', 'Cemetery Board', 'City Council', 'Parks Advisory Board (Green Board)', 'Planning Commission', 'City Hall\n', 'Police Department\n', 'Public Works\n', 'elpful Links']"
http://ks-springhillrec.civicplus.com/AgendaCenter,2015,2020,civicplus,TRUE,Spring Hill Recreation Commission,KS,USA,Other,['SHRC Agendas and Minutes']
http://ks-valleycenter2.civicplus.com/AgendaCenter,2016,2020,civicplus,TRUE,Valley Center,KS,USA,Municipality,"['City Council', 'Economic Development Board', 'Library/Community Building Design Committee', 'Outdoor Spaces Board Meetings', 'Planning & Zoning Board/Board of Zoning Appeals', 'Planning Commission', 'Pool/Rec Center Subcommittee', 'Site Plan Committee', 'Valley Center Land Bank']"
http://ky-crestviewhills.civicplus.com/AgendaCenter,2011,2020,civicplus,TRUE,Crestview Hills,KY,USA,Municipality,"['City Council ', 'Board of Adjustment', 'Board of Ethics', 'CHEER', 'Economic Development Committee', 'Finance Committee', 'Police Authority', 'Public Works Committee', 'Safety Committee', '0 Town Center Boulevard\r\nCrestview Hills, KY 41017']"
http://ky-frankfort.civicplus.com/AgendaCenter,2015,2020,civicplus,TRUE,Frankfort,KY,USA,Municipality,"['Architectural Review Board', 'Board of Commissioners', 'Board of Ethics', 'Board of Zoning Adjustment', 'Code Enforcement Board', 'Human Rights Commission', 'Planning Commission', 'Zoning Update Committee']"
http://ky-henderson2.civicplus.com/AgendaCenter,2011,2020,civicplus,TRUE,Henderson,KY,USA,Municipality,['Board of Commissioners Meetings']
http://ky-hendersoncounty.civicplus.com/AgendaCenter,2015,2020,civicplus,TRUE,Henderson County,KY,USA,County,"['Fiscal Court', 'Land Development Committee (LDC)', 'Planning Commission']"
http://ky-winchester2.civicplus.com/AgendaCenter,2001,2020,civicplus,TRUE,Winchester,KY,USA,Municipality,"['City Commission Meeting', 'City Commission Special Meeting', 'Administrative Hearing Board', 'Board of Zoning Adjustments', 'Historic Preservation Board', 'Licensing Board', 'Planning Commission', 'Revenue Sharing Committee']"
http://la-assumptionparishpolicejury.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Assumption Parish Police Jury,LA,USA,Other,['Police Jury Meetings']
http://la-batonrouge.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Baton Rouge,LA,USA,Municipality,"['Airport Commission', 'Alcoholic Beverage Control Board', 'Commission on Racial Equity and Inclusion', 'Complete Streets Citizen Advisory Committee', 'EBRP Communications District Board', ""Employee's Retirement System Board of Trustees"", 'Historic Preservation Committee', 'Industrial Tax Exemption Program Committee', 'Library Board of Control', ""Mayor's Economic Advisory Roundtable"", 'Metro Board of Adjustment', 'Metropolitan Council', 'Mosquito Abatement & Rodent Control Board', 'Personnel Board', 'Planning Commission', 'Ryan White Advisory Council']"
http://la-bossiercity.civicplus.com/AgendaCenter,2015,2020,civicplus,TRUE,Bossier city,LA,USA,Municipality,"['Board Of Adjustment', 'City Council', 'Fire & Police Civil Service Board', 'Metropolitan Planning Commission']"
http://la-caddoparish.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Caddo parish,LA,USA,County,['Caddo Commission Meetings']
http://la-deridder.civicplus.com/AgendaCenter,2015,2020,civicplus,TRUE,Deridder,LA,USA,Municipality,"['City Council', 'Planning & Zoning Commission']"
http://la-leesville.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Leesville,LA,USA,Municipality,['City Council']
http://la-plaquemine.civicplus.com/AgendaCenter,2015,2020,civicplus,TRUE,Plaquemine,LA,USA,Municipality,"['Board of Selectmen', 'Plaquemine Municipal Fire & Police Civil Service Board']"
http://la-shreveport.civicplus.com/AgendaCenter,2011,2020,civicplus,TRUE,Shreveport,LA,USA,Municipality,"['City Council Agenda', 'MPC Agendas', 'MPC Decisions', 'ZBA Agendas', 'ZBA Decisions']"
http://la-shreveportairport.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Shreveport Airport,LA,USA,Other,['Shreveport Airport Authority']
http://la-stbernardparish.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,St. Bernard Parish,LA,USA,County,"['Council Agendas and Minutes', 'Executive Finance Committee Agendas', 'Housing Redevelopment Quality of Life Commission Agendas', 'Planning Commission', 'St. Bernard Parish Hospital Service District', 'Water & Sewer Committee Agendas']"
http://la-stjamesparish.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,St. James Parish,LA,USA,County,"['Keep St. James Parish Beautiful Board', 'Parish Council', 'Planning Commission', 't. James Parish']"
http://ma-actonseniorcenter.civicplus.com/AgendaCenter,2014,2014,civicplus,TRUE,Acton Senior Center,MA,USA,Other,['Council on Aging']
http://ma-agawam.civicplus.com/AgendaCenter,2000,2020,civicplus,TRUE,Agawam,MA,USA,Municipality,"['Beautification Committee', 'Cable Commission', 'Citizen Stormwater Advisory Task Force', 'City Council', 'Community Preservation Act Committee', 'Conservation Commission', 'Council On Aging', 'Disability Commission', 'Energy Commission', 'Golf Commission', 'Historical Commission', 'Housing Committee', 'Liquor License Commission', 'Planning Board', 'Zoning Board of Appeals']"
http://ma-andover.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Andover,MA,USA,Municipality,"['Andover 2020 Census Complete Count Committee', 'Andover Cultural Council', 'Andover Green Advisory Board', 'Andover Housing Authority', 'Andover Housing Partnership Committee', 'Andover School Committee (Meeting Notice)', 'Andover Schools Councils', 'Audit Committee', 'Ballardvale Historic District Commission', 'Board of Assessors', 'Board of Health', 'Board of Registrars', 'Commission on Disability', 'Conservation Commission', 'Council on Aging', 'Dascomb Road Zoning Task Force', 'Design Review Board', 'Economic Development Council', 'Elder Services Task Force', 'Finance Committee', 'Historic Mill District Task Force', 'Housing Trust Fund Board of Trustees', 'Memorial Hall Library Board of Trustees', 'OPEB Advisory Committee', 'Parking Implementation Plan Committee', 'Patriotic Holiday Committee', 'Permanent Town Building Advisory Committee', 'Planning Board', 'Preservation Commission', 'Revenue and Expenditure Task Force', 'Scholarship Committee', 'Select Board', 'Spring Grove Cemetery Trustees', 'State/Regional Meetings', 'Towle Fund', 'Town Governance Study Committee', 'TRIAD Council', 'Trustees of the Punchard Free School', 'West Elementary School Building Committee', 'Youth Center Building Committee', 'Zoning Board of Appeals', 'Zoning Bylaw Study Committee']"
http://ma-andoverpublicschools.civicplus.com/AgendaCenter,2016,2020,civicplus,TRUE,Andover Public Schools,MA,USA,Other,"['AHS Facility Study committee', 'School Committee', 'West Elementary School Building Committee']"
http://ma-ashland.civicplus.com/AgendaCenter,2006,2020,civicplus,TRUE,Ashland,MA,USA,Municipality,"['ACCEPT Board of Directors', 'Affordable Housing Committee', 'Affordable Housing Trust Fund', 'Ashland Cultural Council', 'Ashland Democratic Town Committee', 'Ashland Fields Management Group Ad-Hoc Committee', 'Ashland High School Site Council', 'Ashland Housing Authority', 'Ashland Middle School Site Council', 'Ashland Parent Advisory Council', 'Ashland Redevelopment Authority', 'Ashland Republican Town Committee', 'Ashland School Building Committee', 'Board of Assessors', 'Board of Health', 'Board of Library Trustees', 'Board of Registrars', 'Board of Selectmen', 'Candidates Forums', 'Capital Improvement Committee', 'Charter Review Committee', 'Citizens Advisory Committee', 'Community Preservation Committee', 'Comprehensive Plan Committee', 'Conservation Commission', 'Conservation Restriction Working Group', 'Council on Aging', 'David Mindess Elementary School Council', 'Decisions at Every Turn', 'Design Review Committee', 'Development Liaison Committee', 'DMS Site Council', 'Downtown Collaborative Group', 'DPW', 'Economic Development Advisory Group', 'Field Master Plan Study Ad-Hoc Committee', 'Finance Committee', 'Green Ashland Ad-Hoc Committee', 'Half Marathon Committee', 'Historical Commission', 'Keefe Tech School Council', 'Keefe Technical School Budget Sub-Committee', 'Keefe Technical School Committee', 'Keefe Technical School Policy Sub-Committee', 'Land Stewardship Committee', 'Liaison Committee', 'McAuliffe Regional Board of Trustees', 'Medical Reserve Corps', 'Metrowest Commission on the Status of Women', 'Metrowest Regional Emergency Planning Committee', 'Metrowest Regional Transit Authority', 'Metrowest Veterans Services District', 'Mindess School Building Committee', 'Municipal Improvement Committee', 'Music/Arts Festival Steering Committee', 'Nyanza Advisory Committee', 'Open Space & Recreation Committee', 'Other Post Employment Benefits (OPEB)', 'Override Study Committee', 'Pittaway/Warren School Site Council', 'Planning Board', 'Policy Sub-Committee Meeting/ South Middlesex Regional Vocational Technical School Committee', 'Pond Street Project Working Group', 'Public Safety Building Committee', 'Rail Transit District Public Forum', 'Roadway Traffic Safety Committee', 'School Building Expansion Committee', 'School Committee', 'South Middlesex Regional Vocational Technical School District Committee', 'Stormwater Advisory Committee', 'Sustainability Committee', 'Town Clerk', 'Town Forest Committee', 'Town Manager', 'Town Manager Search Committee', ""Town Manager's Advisory Group"", 'Town Meeting', 'Town of Ashland Liaison Committee', 'Upper Charles River Trail Committee', 'Valentine Property Committee', 'Warren Woods Ad-Hoc Committee', 'Water Policy Committee', 'Water/Sewer Resource Committee', 'Youth & Family Services Board', 'Zoning Board of Appeals']"
http://ma-attleboro.civicplus.com/AgendaCenter,2016,2020,civicplus,TRUE,Attleboro,MA,USA,Municipality,"['Attleboro Municipal Council', 'Attleboro Retirement Board', 'Conservation Commission', 'Liquor Licensing Board', 'Planning Board', 'Zoning Board of Appeals']"
http://ma-billerica.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Billerica,MA,USA,Municipality,"['Billerica Affordable Housing Trust', 'Billerica Historical Commission', 'Board of Appeals', 'Board of Assessors', 'Board of Health', 'Board of Selectmen', 'Cabot Land Use Committee', 'Community Preservation Committee', 'Conservation Commission', 'Council on Aging', 'Ditson School Reuse Committee', 'Finance Committee', 'Historic District', 'HS Building Committee', 'Open Space & Recreation Committee', 'Planning Board', 'Recreation Commission', 'School Committee', 'Substance Abuse Prevention Committee', 'Town Clerk', 'Town Manager Contract Negotiating Committee', 'Traffic Management Committee', 'Warrant Action Committee', 'Yankee Doodle Bike Path Committee', 'ZBLRC']"
http://ma-braintree.civicplus.com/AgendaCenter,2015,2020,civicplus,TRUE,Braintree,MA,USA,Municipality,"['Board of Health', 'Board of License Commissioners', 'Braintree Partnership', 'Braintree Partnership - Steering Committee', 'Commission on Disabilities', 'Community Preservation Committee', 'Conservation Commission', 'Historical Commission', 'Planning Board', 'Retirement Board', 'School Building Committee', 'Town Council', 'Town Council - Ordinance & Rules Committee', 'Town Council - Public Works Committee', 'Town Council - Ways & Means Committee', 'Town Council - Zoning Work Group Agendas', 'Tri-Town Board of Water Commissioners', 'Zoning Board of Appeals']"
